run_id,pr_number,changed_lines_mapped,status,coverable_changed_lines,random_energy_to_80cov_J,random_energy_to_90cov_J,random_energy_to_95cov_J,random_energy_to_100cov_J,greedy_cov_per_second_energy_to_80cov_J,greedy_cov_per_second_suite_size_at_80cov,greedy_cov_per_second_energy_to_90cov_J,greedy_cov_per_second_suite_size_at_90cov,greedy_cov_per_second_energy_to_95cov_J,greedy_cov_per_second_suite_size_at_95cov,greedy_cov_per_second_energy_to_100cov_J,greedy_cov_per_second_suite_size_at_100cov,greedy_cov_per_joule_energy_to_80cov_J,greedy_cov_per_joule_suite_size_at_80cov,greedy_cov_per_joule_energy_to_90cov_J,greedy_cov_per_joule_suite_size_at_90cov,greedy_cov_per_joule_energy_to_95cov_J,greedy_cov_per_joule_suite_size_at_95cov,greedy_cov_per_joule_energy_to_100cov_J,greedy_cov_per_joule_suite_size_at_100cov
17490091587,4711,107,ok,107,105169.70010000002,139536.76693333333,154567.35190000004,166724.01693333333,420.523,4.0,540.357,5.0,664.047,6.0,1509.478,11.0,420.523,4.0,540.357,5.0,659.548,6.0,1504.979,11.0
17481023914,4711,107,ok,107,105169.70010000002,139536.76693333333,154567.35190000004,166724.01693333333,420.523,4.0,540.357,5.0,664.047,6.0,1509.478,11.0,420.523,4.0,540.357,5.0,659.548,6.0,1504.979,11.0
17473319716,4711,107,ok,107,105169.70010000002,139536.76693333333,154567.35190000004,166724.01693333333,420.523,4.0,540.357,5.0,664.047,6.0,1509.478,11.0,420.523,4.0,540.357,5.0,659.548,6.0,1504.979,11.0
17471187870,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
17448531183,4664,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17444562574,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17442858398,4682,50,ok,50,16214.078966666666,16214.078966666666,16214.078966666666,62557.13106666668,125.302,1.0,125.302,1.0,125.302,1.0,693.862,2.0,115.302,1.0,115.302,1.0,115.302,1.0,792.411,3.0
17440745447,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17434049518,4708,17,ok,17,97241.2172666667,97241.2172666667,97241.2172666667,97241.2172666667,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0
17429878539,4707,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17427377877,4708,17,ok,17,97241.2172666667,97241.2172666667,97241.2172666667,97241.2172666667,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0
17402175916,4708,17,ok,17,97241.2172666667,97241.2172666667,97241.2172666667,97241.2172666667,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0
17401754376,4708,17,ok,17,97241.2172666667,97241.2172666667,97241.2172666667,97241.2172666667,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0
17388873635,4708,17,ok,17,97241.2172666667,97241.2172666667,97241.2172666667,97241.2172666667,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0
17388819732,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17388281530,4708,17,ok,17,97241.2172666667,97241.2172666667,97241.2172666667,97241.2172666667,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0
17388247492,4492,87,ok,87,84964.85813333337,84964.85813333337,111837.31613333337,111837.31613333337,108.522,1.0,108.522,1.0,234.457,2.0,234.457,2.0,108.522,1.0,108.522,1.0,234.457,2.0,234.457,2.0
17381917122,4708,17,ok,17,97241.2172666667,97241.2172666667,97241.2172666667,97241.2172666667,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0
17367041087,4708,17,ok,17,97241.2172666667,97241.2172666667,97241.2172666667,97241.2172666667,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0,228.764,2.0
17362737354,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17361620652,4683,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17361564748,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17353525201,4707,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17351841437,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17350130439,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17349648217,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17349462180,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17342059752,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17341152252,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17340319728,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17340215112,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17338305403,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17337999034,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17337443951,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17318157790,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17316410776,4682,50,ok,50,16214.078966666666,16214.078966666666,16214.078966666666,62557.13106666668,125.302,1.0,125.302,1.0,125.302,1.0,693.862,2.0,115.302,1.0,115.302,1.0,115.302,1.0,792.411,3.0
17309020460,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
17308555295,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17307785970,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17307601813,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17307484815,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
17307324294,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17304466620,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17303777979,4703,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17300620613,4700,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17288533339,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
17287803865,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17285443707,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17285368296,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17282483736,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17276797937,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17271115341,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17260754048,4702,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17255420943,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17253039717,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17250070810,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17249775733,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17249264360,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17245348329,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17243272064,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17240690203,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17221682218,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17220327947,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17219681801,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17219560243,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17215741372,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17209499373,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17209454483,4685,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17193947950,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17179220347,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17173451944,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17169937358,4701,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17161844965,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17139403909,4700,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17139093444,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17126257739,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17108054579,4685,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17105403464,4700,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17082669676,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17081743066,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17079654383,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17075934642,3261,67,ok,67,80397.3412,121510.30500000002,141123.97926666672,167391.26826666668,351.69,3.0,733.618,5.0,956.771,7.0,1435.894,10.0,351.69,3.0,848.077,6.0,956.764,7.0,1435.887,10.0
17072665698,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17066475812,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17066279400,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17048864411,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17048801442,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17045897684,4685,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17043084383,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17031712991,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17026490793,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17026366768,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17023735307,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17023133108,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17017656182,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17016445538,4640,53,ok,53,21213.024400000002,101510.86050000002,101510.86050000002,134546.5068,139.293,1.0,139.293,1.0,139.293,1.0,253.486,2.0,139.293,1.0,139.293,1.0,139.293,1.0,253.486,2.0
17015822509,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17010841307,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17010704313,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17010588013,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17006819306,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17003207844,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
17000590904,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
17000585566,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
17000458029,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16996736299,4685,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16989530174,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
16988557057,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16988481351,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16982611150,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16981342967,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16978922672,4696,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16954534769,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16923076652,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16923075035,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
16917326529,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16917168384,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
16908030999,4685,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16895126359,4689,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16887066508,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16873390202,4684,7,ok,7,19416.39813333334,103386.31100000003,103386.31100000003,103386.31100000003,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0,121.162,1.0,235.796,2.0,235.796,2.0,235.796,2.0
16868259306,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16867894027,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16864139244,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16862714073,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16852602844,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16852509694,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16851157652,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16848990189,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16845203216,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16844821627,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16842661046,4685,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16829960418,4686,14,ok,14,54560.78026666669,79557.80550000003,87902.24423333337,87902.24423333337,237.97,2.0,237.97,2.0,350.455,3.0,350.455,3.0,235.784,2.0,235.784,2.0,348.207,3.0,348.207,3.0
16821360756,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
16821166135,4683,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16821104881,4682,50,ok,50,16214.078966666666,16214.078966666666,16214.078966666666,62557.13106666668,125.302,1.0,125.302,1.0,125.302,1.0,693.862,2.0,115.302,1.0,115.302,1.0,115.302,1.0,792.411,3.0
16820609102,4682,50,ok,50,16214.078966666666,16214.078966666666,16214.078966666666,62557.13106666668,125.302,1.0,125.302,1.0,125.302,1.0,693.862,2.0,115.302,1.0,115.302,1.0,115.302,1.0,792.411,3.0
16820103758,4682,50,ok,50,16214.078966666666,16214.078966666666,16214.078966666666,62557.13106666668,125.302,1.0,125.302,1.0,125.302,1.0,693.862,2.0,115.302,1.0,115.302,1.0,115.302,1.0,792.411,3.0
16818466386,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16817332204,4677,11,ok,11,90937.58443333332,90937.58443333332,90937.58443333332,90937.58443333332,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.358,2.0,238.358,2.0,238.358,2.0,238.358,2.0
16801303983,4677,11,ok,11,90937.58443333332,90937.58443333332,90937.58443333332,90937.58443333332,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.358,2.0,238.358,2.0,238.358,2.0,238.358,2.0
16795682513,4677,11,ok,11,90937.58443333332,90937.58443333332,90937.58443333332,90937.58443333332,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.358,2.0,238.358,2.0,238.358,2.0,238.358,2.0
16795374479,4677,11,ok,11,90937.58443333332,90937.58443333332,90937.58443333332,90937.58443333332,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.358,2.0,238.358,2.0,238.358,2.0,238.358,2.0
16792357032,4677,11,ok,11,90937.58443333332,90937.58443333332,90937.58443333332,90937.58443333332,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.358,2.0,238.358,2.0,238.358,2.0,238.358,2.0
16758218646,4677,11,ok,11,90937.58443333332,90937.58443333332,90937.58443333332,90937.58443333332,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.358,2.0,238.358,2.0,238.358,2.0,238.358,2.0
16749901742,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
16749897246,4677,11,ok,11,90937.58443333332,90937.58443333332,90937.58443333332,90937.58443333332,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.358,2.0,238.358,2.0,238.358,2.0,238.358,2.0
16747957918,4677,11,ok,11,90937.58443333332,90937.58443333332,90937.58443333332,90937.58443333332,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.42000000000002,2.0,238.358,2.0,238.358,2.0,238.358,2.0,238.358,2.0
16737202589,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16734727545,4640,53,ok,53,21213.024400000002,101510.86050000002,101510.86050000002,134546.5068,139.293,1.0,139.293,1.0,139.293,1.0,253.486,2.0,139.293,1.0,139.293,1.0,139.293,1.0,253.486,2.0
16734678088,4674,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16727840185,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
16727817337,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16726703903,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16720894816,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
16715979399,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
16707953935,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16707640934,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16707063942,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16706980538,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16703935456,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16697337073,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16666874687,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16628762385,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16569327725,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16568690708,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16567688786,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16544265191,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
16543986695,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
16542212923,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16541949452,4640,53,ok,53,21213.024400000002,101510.86050000002,101510.86050000002,134546.5068,139.293,1.0,139.293,1.0,139.293,1.0,253.486,2.0,139.293,1.0,139.293,1.0,139.293,1.0,253.486,2.0
16541194803,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16535710214,4670,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16535571417,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
16533503803,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16532667131,4669,6,ok,6,78890.6573666667,123457.11910000001,123457.11910000001,123457.11910000001,1227.8500000000001,2.0,1812.131,3.0,1812.131,3.0,1812.131,3.0,1227.8500000000001,2.0,1812.131,3.0,1812.131,3.0,1812.131,3.0
16532316587,4669,6,ok,6,78890.6573666667,123457.11910000001,123457.11910000001,123457.11910000001,1227.8500000000001,2.0,1812.131,3.0,1812.131,3.0,1812.131,3.0,1227.8500000000001,2.0,1812.131,3.0,1812.131,3.0,1812.131,3.0
16515324293,4663,1,ok,1,318.6656666666667,318.6656666666667,318.6656666666667,318.6656666666667,108.549,1.0,108.549,1.0,108.549,1.0,108.549,1.0,108.448,1.0,108.448,1.0,108.448,1.0,108.448,1.0
16510370608,154,0,skip_no_changed_lines,0,,,,,,,,,,,,,,,,,,,,
16506748326,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
16502014799,4608,3,ok,3,,,,,,,,,,,,,,,,,,,,
16489376615,4667,22,ok,22,78382.79263333337,102581.3516666667,123457.11910000001,142351.7215,1116.765,1.0,1701.046,2.0,1701.046,2.0,1827.76,3.0,1116.765,1.0,1243.479,2.0,1827.76,3.0,1827.76,3.0
