run_id,pr_number,changed_lines_mapped,status,coverable_changed_lines,random_energy_to_80cov_J,random_energy_to_90cov_J,random_energy_to_95cov_J,random_energy_to_100cov_J,greedy_cov_per_second_energy_to_80cov_J,greedy_cov_per_second_energy_to_90cov_J,greedy_cov_per_second_energy_to_95cov_J,greedy_cov_per_second_energy_to_100cov_J,greedy_cov_per_joule_energy_to_80cov_J,greedy_cov_per_joule_energy_to_90cov_J,greedy_cov_per_joule_energy_to_95cov_J,greedy_cov_per_joule_energy_to_100cov_J
20116243111,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
20115724157,4805,10,ok,10,81744.40406666668,99650.1229666667,112441.16873333338,112441.16873333338,342.856,342.856,458.015,458.015,337.77099999999996,337.77099999999996,452.92999999999995,452.92999999999995
20113993054,4805,10,ok,10,81744.40406666668,99650.1229666667,112441.16873333338,112441.16873333338,342.856,342.856,458.015,458.015,337.77099999999996,337.77099999999996,452.92999999999995,452.92999999999995
20112348005,4805,10,ok,10,81744.40406666668,99650.1229666667,112441.16873333338,112441.16873333338,342.856,342.856,458.015,458.015,337.77099999999996,337.77099999999996,452.92999999999995,452.92999999999995
20111777977,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
20108681550,4805,10,ok,10,81744.40406666668,99650.1229666667,112441.16873333338,112441.16873333338,342.856,342.856,458.015,458.015,337.77099999999996,337.77099999999996,452.92999999999995,452.92999999999995
20108008806,4789,178,ok,178,4046.3073333333323,10023.278166666667,44508.326566666685,121773.76073333339,122.816,257.28200000000004,614.679,1613.628,121.708,256.248,613.645,1612.594
20105555840,4789,178,ok,178,4046.3073333333323,10023.278166666667,44508.326566666685,121773.76073333339,122.816,257.28200000000004,614.679,1613.628,121.708,256.248,613.645,1612.594
20101180540,4789,178,ok,178,4046.3073333333323,10023.278166666667,44508.326566666685,121773.76073333339,122.816,257.28200000000004,614.679,1613.628,121.708,256.248,613.645,1612.594
20096818422,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
20096541647,4805,10,ok,10,81744.40406666668,99650.1229666667,112441.16873333338,112441.16873333338,342.856,342.856,458.015,458.015,337.77099999999996,337.77099999999996,452.92999999999995,452.92999999999995
20086124292,4805,10,ok,10,81744.40406666668,99650.1229666667,112441.16873333338,112441.16873333338,342.856,342.856,458.015,458.015,337.77099999999996,337.77099999999996,452.92999999999995,452.92999999999995
20085346258,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
20083088236,4805,10,ok,10,81744.40406666668,99650.1229666667,112441.16873333338,112441.16873333338,342.856,342.856,458.015,458.015,337.77099999999996,337.77099999999996,452.92999999999995,452.92999999999995
20082933480,4802,0,skip_no_changed_lines,0,,,,,,,,,,,,
20082921553,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
20082662048,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
20082275622,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
20080840527,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
20079448519,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
20079159778,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
20072137035,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
20072125825,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
20070072810,3899,0,skip_no_changed_lines,0,,,,,,,,,,,,
20068399094,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
20068392273,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
20067826273,4789,178,ok,178,4046.3073333333323,10023.278166666667,44508.326566666685,121773.76073333339,122.816,257.28200000000004,614.679,1613.628,121.708,256.248,613.645,1612.594
20053007984,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
20046677145,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
20046654863,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
20016352659,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
20010857058,4802,0,skip_no_changed_lines,0,,,,,,,,,,,,
20010574938,4802,0,skip_no_changed_lines,0,,,,,,,,,,,,
20009911083,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
20009899438,4792,0,skip_no_changed_lines,0,,,,,,,,,,,,
20008925494,3764,97,ok,97,22794.987666666675,62877.320600000014,113939.90103333337,113939.90103333337,115.159,232.63600000000002,352.927,352.927,115.159,232.63600000000002,352.927,352.927
20008238894,3764,97,ok,97,22794.987666666675,62877.320600000014,113939.90103333337,113939.90103333337,115.159,232.63600000000002,352.927,352.927,115.159,232.63600000000002,352.927,352.927
19995486174,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
19992523114,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
19989934682,4792,0,skip_no_changed_lines,0,,,,,,,,,,,,
19989228464,3899,0,skip_no_changed_lines,0,,,,,,,,,,,,
19987688104,3899,0,skip_no_changed_lines,0,,,,,,,,,,,,
19979721653,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19978563327,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19978147220,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
19978093161,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19975023486,4590,0,skip_no_changed_lines,0,,,,,,,,,,,,
19974153720,3261,67,ok,67,80397.3412,121510.30500000002,141123.97926666672,167391.26826666668,351.69,733.618,956.771,1435.894,351.69,848.077,956.764,1435.887
19973557086,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19971765205,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19970486234,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19970461036,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
19969863707,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19961184972,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
19950428308,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19950423185,4793,104,ok,104,51351.90670000003,105096.74433333338,112891.99683333337,150857.69173333337,347.666,574.191,813.642,1385.79,347.666,574.191,813.642,1385.79
19946720794,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
19945421606,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19941575306,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19941289236,4800,43,ok,43,45784.01873333334,52039.98030000001,91483.2479666667,139096.95436666667,352.158,352.158,352.158,588.288,335.469,335.469,451.35699999999997,691.8899999999999
19940860326,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19940246888,4795,0,skip_no_changed_lines,0,,,,,,,,,,,,
19939968997,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19939701947,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19937533286,4795,0,skip_no_changed_lines,0,,,,,,,,,,,,
19935823236,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19934366200,4736,99,ok,99,42683.402500000004,73159.66866666668,89981.65733333332,126221.39723333334,220.047,220.047,220.047,340.289,220.047,220.047,220.047,340.289
19899594727,4789,178,ok,178,4046.3073333333323,10023.278166666667,44508.326566666685,121773.76073333339,122.816,257.28200000000004,614.679,1613.628,121.708,256.248,613.645,1612.594
19899188875,4789,178,ok,178,4046.3073333333323,10023.278166666667,44508.326566666685,121773.76073333339,122.816,257.28200000000004,614.679,1613.628,121.708,256.248,613.645,1612.594
19897579963,4789,178,ok,178,4046.3073333333323,10023.278166666667,44508.326566666685,121773.76073333339,122.816,257.28200000000004,614.679,1613.628,121.708,256.248,613.645,1612.594
19880185685,4795,0,skip_no_changed_lines,0,,,,,,,,,,,,
19879808423,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19877122830,4736,99,ok,99,42683.402500000004,73159.66866666668,89981.65733333332,126221.39723333334,220.047,220.047,220.047,340.289,220.047,220.047,220.047,340.289
19868214948,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19867009140,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19864776231,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19840961922,4795,0,skip_no_changed_lines,0,,,,,,,,,,,,
19840305549,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19839859625,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19826829974,4789,178,ok,178,4046.3073333333323,10023.278166666667,44508.326566666685,121773.76073333339,122.816,257.28200000000004,614.679,1613.628,121.708,256.248,613.645,1612.594
19806926639,4793,104,ok,104,51351.90670000003,105096.74433333338,112891.99683333337,150857.69173333337,347.666,574.191,813.642,1385.79,347.666,574.191,813.642,1385.79
19793025843,4793,104,ok,104,51351.90670000003,105096.74433333338,112891.99683333337,150857.69173333337,347.666,574.191,813.642,1385.79,347.666,574.191,813.642,1385.79
19792589320,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19790019793,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19788245264,4795,0,skip_no_changed_lines,0,,,,,,,,,,,,
19785409951,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19778214065,4795,0,skip_no_changed_lines,0,,,,,,,,,,,,
19777577176,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19776277424,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19775530717,4796,23,ok,23,98914.96530000003,98914.96530000003,126925.24040000004,126925.24040000004,246.65699999999998,246.65699999999998,372.618,372.618,246.65699999999998,246.65699999999998,372.618,372.618
19775007844,4795,0,skip_no_changed_lines,0,,,,,,,,,,,,
19773456590,4795,0,skip_no_changed_lines,0,,,,,,,,,,,,
19769230300,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19755364305,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19754932813,4793,104,ok,104,51351.90670000003,105096.74433333338,112891.99683333337,150857.69173333337,347.666,574.191,813.642,1385.79,347.666,574.191,813.642,1385.79
19754428662,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19753220651,4736,99,ok,99,42683.402500000004,73159.66866666668,89981.65733333332,126221.39723333334,220.047,220.047,220.047,340.289,220.047,220.047,220.047,340.289
19753042069,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19750606848,4736,99,ok,99,42683.402500000004,73159.66866666668,89981.65733333332,126221.39723333334,220.047,220.047,220.047,340.289,220.047,220.047,220.047,340.289
19750317585,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19749645231,4793,104,ok,104,51351.90670000003,105096.74433333338,112891.99683333337,150857.69173333337,347.666,574.191,813.642,1385.79,347.666,574.191,813.642,1385.79
19743936958,4805,10,ok,10,81744.40406666668,99650.1229666667,112441.16873333338,112441.16873333338,342.856,342.856,458.015,458.015,337.77099999999996,337.77099999999996,452.92999999999995,452.92999999999995
19743857794,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19743542587,4792,0,skip_no_changed_lines,0,,,,,,,,,,,,
19742332114,4792,0,skip_no_changed_lines,0,,,,,,,,,,,,
19738515964,4792,0,skip_no_changed_lines,0,,,,,,,,,,,,
19724030526,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19723526576,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19723512697,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19721331978,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19720454208,4707,0,skip_no_changed_lines,0,,,,,,,,,,,,
19716282868,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19694100473,4736,99,ok,99,42683.402500000004,73159.66866666668,89981.65733333332,126221.39723333334,220.047,220.047,220.047,340.289,220.047,220.047,220.047,340.289
19687507466,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19687391087,4791,67,ok,67,42951.67013333334,76935.29313333335,101970.67343333336,156734.07373333338,475.454,716.4490000000001,825.4590000000001,1188.939,489.877,733.2280000000001,842.647,1213.893
19687131141,4689,0,skip_no_changed_lines,0,,,,,,,,,,,,
19687119609,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19684638730,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19683960767,4689,0,skip_no_changed_lines,0,,,,,,,,,,,,
19683375731,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19678531171,4772,0,skip_no_changed_lines,0,,,,,,,,,,,,
19677541762,4772,0,skip_no_changed_lines,0,,,,,,,,,,,,
19659351422,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19654229787,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19650059984,4772,0,skip_no_changed_lines,0,,,,,,,,,,,,
19649547176,4689,0,skip_no_changed_lines,0,,,,,,,,,,,,
19649434987,4707,0,skip_no_changed_lines,0,,,,,,,,,,,,
19648709987,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19646808787,4772,0,skip_no_changed_lines,0,,,,,,,,,,,,
19638992732,4764,0,skip_no_changed_lines,0,,,,,,,,,,,,
19638218621,4764,0,skip_no_changed_lines,0,,,,,,,,,,,,
19594387549,4707,0,skip_no_changed_lines,0,,,,,,,,,,,,
19586687329,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19586480280,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19585398664,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19583633320,4789,178,ok,178,4046.3073333333323,10023.278166666667,44508.326566666685,121773.76073333339,122.816,257.28200000000004,614.679,1613.628,121.708,256.248,613.645,1612.594
19574539696,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19573471152,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19568984747,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19568310327,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19563366343,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19558437994,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19556533697,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19555787217,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19555250347,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19549903600,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19549410542,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19549213540,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19549136552,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19543080490,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19525489595,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19524962243,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19523573841,4783,11,ok,11,98413.85886666669,98413.85886666669,98413.85886666669,98413.85886666669,124.345,124.345,124.345,124.345,124.345,124.345,124.345,124.345
19519983601,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19519804270,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19516247834,4764,0,skip_no_changed_lines,0,,,,,,,,,,,,
19510172870,4780,22,ok,22,65399.76263333336,65399.76263333336,65399.76263333336,65399.76263333336,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16
19509233854,4764,0,skip_no_changed_lines,0,,,,,,,,,,,,
19508472162,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19508095288,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19507555767,4772,0,skip_no_changed_lines,0,,,,,,,,,,,,
19507496321,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19489332980,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19489190709,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19486737872,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19486721029,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19484284451,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19484211538,4768,0,skip_no_changed_lines,0,,,,,,,,,,,,
19469799854,4780,22,ok,22,65399.76263333336,65399.76263333336,65399.76263333336,65399.76263333336,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16
19468304066,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19468280212,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19463085571,4780,22,ok,22,65399.76263333336,65399.76263333336,65399.76263333336,65399.76263333336,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16
19458252605,4780,22,ok,22,65399.76263333336,65399.76263333336,65399.76263333336,65399.76263333336,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16,1025.16
19457736493,4776,0,skip_no_changed_lines,0,,,,,,,,,,,,
19452231152,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19450655467,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19447188560,4775,6,ok,6,101510.86050000002,101510.86050000002,101510.86050000002,101510.86050000002,139.293,139.293,139.293,139.293,139.293,139.293,139.293,139.293
19443482796,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19443096702,4776,0,skip_no_changed_lines,0,,,,,,,,,,,,
19441313026,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19441177553,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19434325849,4777,22,ok,22,98413.85886666669,98413.85886666669,98413.85886666669,114448.63686666671,124.345,124.345,124.345,239.547,124.345,124.345,124.345,238.56099999999998
19433631637,4776,0,skip_no_changed_lines,0,,,,,,,,,,,,
19417888712,4775,6,ok,6,101510.86050000002,101510.86050000002,101510.86050000002,101510.86050000002,139.293,139.293,139.293,139.293,139.293,139.293,139.293,139.293
19415348930,4776,0,skip_no_changed_lines,0,,,,,,,,,,,,
19413940451,4775,6,ok,6,101510.86050000002,101510.86050000002,101510.86050000002,101510.86050000002,139.293,139.293,139.293,139.293,139.293,139.293,139.293,139.293
19412645927,4776,0,skip_no_changed_lines,0,,,,,,,,,,,,
19410988801,4775,6,ok,6,101510.86050000002,101510.86050000002,101510.86050000002,101510.86050000002,139.293,139.293,139.293,139.293,139.293,139.293,139.293,139.293
19393536387,4664,0,skip_no_changed_lines,0,,,,,,,,,,,,
19380872524,154,0,skip_no_changed_lines,0,,,,,,,,,,,,
19380386240,4764,0,skip_no_changed_lines,0,,,,,,,,,,,,
19379658421,4771,2,ok,2,72673.23026666668,72673.23026666668,72673.23026666668,72673.23026666668,123.305,123.305,123.305,123.305,123.305,123.305,123.305,123.305
19377363114,4771,2,ok,2,72673.23026666668,72673.23026666668,72673.23026666668,72673.23026666668,123.305,123.305,123.305,123.305,123.305,123.305,123.305,123.305
19372987995,4771,2,ok,2,72673.23026666668,72673.23026666668,72673.23026666668,72673.23026666668,123.305,123.305,123.305,123.305,123.305,123.305,123.305,123.305
19372629240,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
19371201781,4771,2,ok,2,72673.23026666668,72673.23026666668,72673.23026666668,72673.23026666668,123.305,123.305,123.305,123.305,123.305,123.305,123.305,123.305
19367133424,4764,0,skip_no_changed_lines,0,,,,,,,,,,,,
19352477054,4771,2,ok,2,72673.23026666668,72673.23026666668,72673.23026666668,72673.23026666668,123.305,123.305,123.305,123.305,123.305,123.305,123.305,123.305
19342081946,4744,0,skip_no_changed_lines,0,,,,,,,,,,,,
19319111519,4772,0,skip_no_changed_lines,0,,,,,,,,,,,,
19316492011,4779,8,ok,8,37726.47956666667,37726.47956666667,37726.47956666667,37726.47956666667,225.589,225.589,225.589,225.589,220.504,220.504,220.504,220.504
